ID,Month,Day,Year,CaptureTime,ReleaseTime,BandNumber,Species,Age,Sex,Wing,Weight,Culmen,Hallux,Tail,CaptureDateTime
491,11,10,1999,10:15,NA,1177-04622,RT,I,U,351,775,25.4,29.3,200,1999-11-10T10:15:00Z
492,11,10,1999,12:45,NA,1207-72628,RT,I,U,394,1210,29.4,31.7,207,1999-11-10T12:45:00Z
493,11,10,1999,1:15,NA,1142-19227,SS,A,M,175,107,10,11.4,137,1999-11-10T01:15:00Z
494,11,12,1999,13:50,NA,1807-53133,RT,A,U,372,909,24.4,25.4,212,1999-11-12T13:50:00Z
495,11,13,1999,10:30,NA,1142-19228,SS,I,M,169,95,10,11.85,132,1999-11-13T10:30:00Z
496,11,13,1999,11:30,NA,1177-04623,RT,I,U,376,1145,25.1,31.55,226,1999-11-13T11:30:00Z
497,11,13,1999,12:05,NA,1177-04624,RT,I,U,399,1150,27.2,29.55,232,1999-11-13T12:05:00Z
498,11,17,1999,13:11,NA,1207-72629,RT,I,U,399,1560,30,33.85,228,1999-11-17T13:11:00Z
499,11,19,1999,9:58,NA,1177-04625,RT,I,U,357,940,23.6,28.35,205,1999-11-19T09:58:00Z
500,9,7,2000,10:30,NA,2003-94317,SS,I,F,195,145,11.7,14.6,155,2000-09-07T10:30:00Z
501,9,7,2000,13:25,NA,1207-22630,RT,I,U,400,1089,27.3,33.1,228,2000-09-07T13:25:00Z
502,9,9,2000,9:29,NA,1207-72631,RT,I,U,382,1194,29.4,33.8,237,2000-09-09T09:29:00Z
503,9,9,2000,9:38,NA,1142-18229,SS,I,M,161,95,10.1,11.3,135,2000-09-09T09:38:00Z
504,9,13,2000,9:35,NA,1177-04626,RT,I,U,390,1015,28,30.1,230,2000-09-13T09:35:00Z
505,9,13,2000,10:35,NA,1177-04627,RT,I,U,379,975,24.1,29.1,219,2000-09-13T10:35:00Z
506,9,13,2000,11:35,NA,1177-04628,RT,I,U,376,1035,26.8,30.5,223,2000-09-13T11:35:00Z
507,9,13,2000,12:10,NA,1177-04629,RT,A,U,331,1055,27,30.4,210,2000-09-13T12:10:00Z
508,9,13,2000,14:02,NA,1177-04630,RT,I,U,371,945,26.1,30.2,222,2000-09-13T14:02:00Z
509,9,14,2000,11:34,NA,1213-58902,SS,I,M,160,90,11,11.8,124,2000-09-14T11:34:00Z
510,9,15,2000,14:12,NA,1177-04631,RT,I,U,361,785,25.2,28.7,201,2000-09-15T14:12:00Z
511,9,16,2000,12:23,NA,1705-37411,CH,A,F,268,56,19.3,26.1,206,2000-09-16T12:23:00Z
512,9,18,2000,12:05,NA,1207-72632,RT,I,U,394,1220,30.3,34.5,234,2000-09-18T12:05:00Z
513,9,18,2000,12:35,NA,2003-99318,SS,A,F,191,175,13,15.3,149,2000-09-18T12:35:00Z
514,9,18,2000,13:39,NA,1207-77633,RT,A,U,358,1025,27.4,29,204,2000-09-18T13:39:00Z
515,9,18,2000,14:33,NA,1177-04632,RT,I,U,380,1000,26.9,29,204,2000-09-18T14:33:00Z
516,9,21,2000,10:40,NA,803-05931,SS,A,F,188,175,12.1,14.2,154,2000-09-21T10:40:00Z
517,9,21,2000,11:35,NA,1207-72634,RT,I,U,397,1210,28.3,34,224,2000-09-21T11:35:00Z
518,9,21,2000,12:58,NA,803-05932,SS,A,F,196,180,13.1,13.9,150,2000-09-21T12:58:00Z
519,9,21,2000,13:32,NA,803-05933,SS,A,F,190,175,12.8,14.6,147,2000-09-21T13:32:00Z
520,9,22,2000,13:34,NA,1142-19230,SS,I,M,161,90,9.8,11.1,130,2000-09-22T13:34:00Z
521,9,25,2000,9:50,NA,1705-37412,CH,A,F,145,320,16.5,20.5,180,2000-09-25T09:50:00Z
522,9,25,2000,12:06,NA,1207-72635,RT,I,U,392,1185,28.5,33,229,2000-09-25T12:06:00Z
524,9,25,2000,13:18,NA,1204-45869,CH,I,M,230,350,16.4,21.3,187,2000-09-25T13:18:00Z
526,9,26,2000,10:35,NA,1177-04633,RT,I,U,363,950,24.6,30.3,214,2000-09-26T10:35:00Z
527,9,26,2000,11:40,NA,1142-19231,SS,I,M,162,85,10.1,11.4,132,2000-09-26T11:40:00Z
528,9,26,2000,12:10,NA,1177-04634,RT,I,U,374,895,26.4,30.8,219,2000-09-26T12:10:00Z
529,9,26,2000,12:40,NA,1177-04635,RT,I,U,412,1150,27.8,33.2,230,2000-09-26T12:40:00Z
530,9,26,2000,13:23,NA,2206-35431,CH,I,F,272,565,20.7,24,219,2000-09-26T13:23:00Z
531,9,26,2000,14:25,NA,1177-04636,RT,I,U,388,950,26.5,32.2,230,2000-09-26T14:25:00Z
532,9,27,2000,11:30,NA,1177-04637,RT,I,U,371,990,26.9,29.7,217,2000-09-27T11:30:00Z
533,9,27,2000,12:20,NA,1204-45870,CH,I,M,225,325,15.8,18.7,179,2000-09-27T12:20:00Z
534,9,27,2000,13:00,NA,1207-72637,RT,I,U,391,1120,29,33.9,225,2000-09-27T13:00:00Z
535,9,28,2000,14:30,NA,1142-19232,SS,I,M,163,90,9.8,11.5,123,2000-09-28T14:30:00Z
536,9,29,2000,10:25,NA,1207-72638,RT,I,F,410,1120,28.5,33.6,229,2000-09-29T10:25:00Z
537,9,29,2000,11:47,NA,1177-04638,RT,I,U,368,820,25.2,28.7,215,2000-09-29T11:47:00Z
538,9,29,2000,13:00,NA,1177-04639,RT,I,F,410,1200,26.7,29.4,247,2000-09-29T13:00:00Z
539,9,29,2000,13:30,NA,1207-74639,RT,A,F,425,1120,29.4,33.3,222,2000-09-29T13:30:00Z
540,9,30,2000,13:30,NA,1177-04640,RT,I,U,368,1120,24.7,30.8,220,2000-09-30T13:30:00Z
541,9,30,2000,15:01,NA,1207-74640,RT,I,U,392,1220,27.3,34.1,234,2000-09-30T15:01:00Z
542,10,1,2000,14:00,NA,1705-37413,SS,I,M,250,470,18.9,25.3,192,2000-10-01T14:00:00Z
543,10,1,2000,14:50,NA,1207-72641,RT,I,U,418,1310,29.1,31.9,248,2000-10-01T14:50:00Z
544,10,2,2000,13:20,NA,1177-04641,RT,I,U,370,920,26.8,29.7,221,2000-10-02T13:20:00Z
545,10,3,2000,10:52,NA,1142-19233,SS,A,M,170,100,10.9,12.2,132,2000-10-03T10:52:00Z
546,10,3,2000,14:05,NA,803-05935,SS,A,F,203,180,13.2,15.6,162,2000-10-03T14:05:00Z
547,10,4,2000,10:40,NA,1177-04642,RT,A,U,370,955,26.5,30.5,218,2000-10-04T10:40:00Z
548,10,4,2000,11:56,NA,1207-72642,RT,A,U,408,1225,28.8,32.7,225,2000-10-04T11:56:00Z
549,10,6,2000,12:59,NA,1207-72643,RT,A,U,393,1400,27.9,35.3,215,2000-10-06T12:59:00Z
550,10,7,2000,9:55,NA,1177-04643,RT,I,U,365,1025,24.6,30.1,225,2000-10-07T09:55:00Z
551,10,7,2000,10:27,NA,1207-72644,RT,I,U,405,1140,28.2,31.9,244,2000-10-07T10:27:00Z
552,10,7,2000,10:43,NA,1207-72645,RT,I,U,381,1080,26.1,31.6,232,2000-10-07T10:43:00Z
553,10,7,2000,12:24,NA,1177-04644,RT,I,U,390,1135,27.6,31.1,238,2000-10-07T12:24:00Z
554,10,7,2000,15:12,NA,1207-72646,RT,I,U,384,1430,29.8,35,231,2000-10-07T15:12:00Z
555,10,8,2000,12:25,NA,1177-04645,RT,I,U,390,1050,25.6,29.9,218,2000-10-08T12:25:00Z
556,10,8,2000,13:29,NA,1177-04646,RT,I,U,381,920,27,29.6,223,2000-10-08T13:29:00Z
557,10,9,2000,10:10,NA,803-05936,SS,A,F,194,175,12.4,14,152,2000-10-09T10:10:00Z
558,10,9,2000,14:00,NA,1807-82702,RT,I,U,371,905,23.6,26.8,197,2000-10-09T14:00:00Z
559,10,9,2000,14:26,NA,1177-04647,RT,I,U,356,915,26.4,28.9,195,2000-10-09T14:26:00Z
560,10,9,2000,14:38,NA,1177-04648,RT,I,U,377,910,25,29,206,2000-10-09T14:38:00Z
561,10,10,2000,13:57,NA,1177-04649,RT,I,U,362,950,25.4,29.7,213,2000-10-10T13:57:00Z
562,10,11,2000,12:21,NA,1142-19234,SS,A,M,165,105,10.1,11.8,127,2000-10-11T12:21:00Z
563,10,12,2000,10:10,NA,1142-19235,SS,A,M,155,100,9.3,11.8,122,2000-10-12T10:10:00Z
564,10,12,2000,13:35,NA,1207-72647,RT,I,U,400,1225,27.3,34.2,222,2000-10-12T13:35:00Z
565,10,13,2000,9:33,NA,1142-19236,SS,A,M,161,105,10.4,12,124,2000-10-13T09:33:00Z
566,10,13,2000,9:58,NA,1207-72648,RT,I,U,387,1090,27.9,32.4,227,2000-10-13T09:58:00Z
567,10,13,2000,11:08,NA,1207-72649,RT,I,U,409,1350,30,32.7,235,2000-10-13T11:08:00Z
568,10,13,2000,12:35,NA,2003-99320,SS,A,F,195,200,13,13.4,158,2000-10-13T12:35:00Z
569,10,13,2000,14:45,NA,2003-99321,SS,A,F,196,200,13.5,15.4,150,2000-10-13T14:45:00Z
570,10,14,2000,11:35,NA,1142-19237,SS,A,M,169,100,10,11.7,133,2000-10-14T11:35:00Z
571,10,14,2000,12:07,NA,1177-04650,RT,I,U,385,940,26.2,30.5,228,2000-10-14T12:07:00Z
572,10,14,2000,13:07,NA,1807-82703,RT,I,U,377,920,24.7,29.3,219,2000-10-14T13:07:00Z
573,10,14,2000,13:12,NA,1177-04651,RT,I,U,400,1190,29.4,33.3,231,2000-10-14T13:12:00Z
574,10,15,2000,12:50,NA,1142-19238,SS,I,M,164,90,9.4,10.7,127,2000-10-15T12:50:00Z
575,10,16,2000,14:30,NA,1142-19239,SS,A,M,165,95,10.4,11.4,127,2000-10-16T14:30:00Z
576,10,17,2000,15:03,NA,1177-04652,RT,I,U,363,915,25,28.3,209,2000-10-17T15:03:00Z
577,10,18,2000,12:14,NA,2206-35432,CH,A,F,266,535,18.8,25.4,223,2000-10-18T12:14:00Z
578,10,18,2000,14:28,NA,1177-04653,RT,I,U,403,1310,29.1,33.3,237,2000-10-18T14:28:00Z
579,10,19,2000,12:14,NA,1177-04654,RT,I,U,375,950,26.9,30.1,210,2000-10-19T12:14:00Z
580,10,19,2000,13:38,NA,1142-09240,SS,A,M,166,120,10.1,11.7,133,2000-10-19T13:38:00Z
581,10,20,2000,9:48,NA,1177-04655,RT,I,U,373,975,26.1,27.9,215,2000-10-20T09:48:00Z
582,10,20,2000,11:46,NA,1177-04656,RT,I,U,373,990,27.9,31,217,2000-10-20T11:46:00Z
583,10,20,2000,12:38,NA,1142-09241,SS,A,M,170,110,11.4,25.1098976109215,135,2000-10-20T12:38:00Z
584,10,20,2000,14:12,NA,1177-04657,RT,A,U,373,1270,26.5,29.6,207,2000-10-20T14:12:00Z
585,10,20,2000,14:27,NA,1807-82704,RT,I,U,354,960,26,31,211,2000-10-20T14:27:00Z
586,10,20,2000,14:45,NA,1207-72650,RT,I,U,394,1290,28.8,30.7,225,2000-10-20T14:45:00Z
587,10,21,2000,9:22,NA,1142-09242,SS,I,M,165,95,10.2,11.6,131,2000-10-21T09:22:00Z
588,10,21,2000,13:57,NA,1705-24640,CH,A,F,261,505,19.2,25.1,203,2000-10-21T13:57:00Z
589,10,21,2000,14:12,NA,1177-04658,RT,I,U,377,1045,26.9,31.5,223,2000-10-21T14:12:00Z
590,10,25,2000,12:51,NA,1177-04659,RT,I,U,364,1090,27.1,30.3,218,2000-10-25T12:51:00Z
591,10,25,2000,13:45,NA,1177-04660,RT,I,U,385,1180,28.6,30,222,2000-10-25T13:45:00Z
592,10,26,2000,9:21,NA,1177-04661,RT,I,U,390,1195,27.6,34.7,235,2000-10-26T09:21:00Z
593,10,26,2000,10:53,NA,1177-04662,RT,A,U,383,1055,27.7,32.7,208,2000-10-26T10:53:00Z
594,10,26,2000,12:53,NA,1177-04663,RT,I,U,365,1025,26.1,30.3,216,2000-10-26T12:53:00Z
595,10,27,2000,10:49,NA,803-05937,SS,I,F,201,175,12,14.8,157,2000-10-27T10:49:00Z
596,10,27,2000,13:15,NA,1177-04664,RT,I,U,376,940,25.1,31.7,217,2000-10-27T13:15:00Z
597,10,27,2000,14:49,NA,1207-72651,RT,A,U,402,1335,28.3,33.3,219,2000-10-27T14:49:00Z
598,10,29,2000,9:45,NA,1177-04665,RT,I,U,394,1085,29.4,32.7,235,2000-10-29T09:45:00Z
599,10,29,2000,13:36,NA,1204-45871,CH,I,M,223,375,16.2,20.7,185,2000-10-29T13:36:00Z
600,10,30,2000,11:20,NA,1177-04666,RT,A,U,378,1090,28,30.9,212,2000-10-30T11:20:00Z
601,11,1,2000,12:08,NA,1177-04667,RT,I,U,369,995,26,28.2,211,2000-11-01T12:08:00Z
602,11,1,2000,13:16,NA,1177-04668,RT,A,U,378,1090,28,30.7,201,2000-11-01T13:16:00Z
603,11,2,2000,9:55,NA,1177-04669,RT,A,U,262,1020,28,31.2,200,2000-11-02T09:55:00Z
604,11,2,2000,10:28,NA,1142-19243,SS,I,M,165,100,10.6,12.1,137,2000-11-02T10:28:00Z
605,11,2,2000,12:47,NA,1177-04670,RT,A,U,379,1000,28.6,32.2,217,2000-11-02T12:47:00Z
606,11,3,2000,9:42,NA,1177-04671,RT,I,U,380,1085,27.4,33.3,223,2000-11-03T09:42:00Z
607,11,4,2000,11:20,NA,1177-04672,RT,A,U,380,1045,24.9,27,199,2000-11-04T11:20:00Z
608,11,4,2000,13:10,NA,1177-04673,RT,I,U,393,1060,27.7,32.4,217,2000-11-04T13:10:00Z
609,11,4,2000,13:24,NA,1207-72652,RT,A,U,389,1135,27.1,32.1,207,2000-11-04T13:24:00Z
610,11,8,2000,10:31,NA,1207-72653,RT,I,U,395,1210,28.5,28.5,222,2000-11-08T10:31:00Z
611,11,12,2000,13:50,NA,2003-99233,SS,I,F,207,185,13,14.3,163,2000-11-12T13:50:00Z
612,11,14,2000,11:40,NA,1807-82705,RT,I,U,367,965,24.8,24.1,217,2000-11-14T11:40:00Z
613,11,14,2000,11:57,NA,1177-04674,RT,A,U,368,905,26.8,27,200,2000-11-14T11:57:00Z
614,11,18,2000,10:47,NA,1177-04675,RT,I,U,377,1125,25.3,29.5,220,2000-11-18T10:47:00Z
615,11,20,2000,11:15,NA,1177-04676,RT,I,U,374,950,27.2,29.8,216,2000-11-20T11:15:00Z
616,11,21,2000,12:03,NA,1177-04677,RT,A,U,385,1195,27.3,30.9,216,2000-11-21T12:03:00Z
617,9,3,2001,13:30,NA,1177-04698,RT,I,U,363,1005,25,31.6,222,2001-09-03T13:30:00Z
618,9,9,2001,11:51,NA,1142-19244,SS,I,M,164,95,11.4,25.1098976109215,136,2001-09-09T11:51:00Z
619,9,10,2001,9:39,NA,2003-99323,SS,A,F,199,175,12.3,15,142,2001-09-10T09:39:00Z
620,9,10,2001,14:05,NA,1177-04678,RT,I,U,378,995,26.2,30,213,2001-09-10T14:05:00Z
621,9,12,2001,11:03,NA,803-05938,SS,I,F,200,165,12.1,14.2,154,2001-09-12T11:03:00Z
622,9,12,2001,11:35,NA,1207-72654,RT,I,U,405,1170,29.25,39.8,226,2001-09-12T11:35:00Z
623,9,13,2001,10:20,NA,2003-99324,SS,I,F,194,145,12,14.6,156,2001-09-13T10:20:00Z
624,9,13,2001,11:00,NA,2003-99325,SS,I,F,190,175,12.4,15.2,160,2001-09-13T11:00:00Z
625,9,13,2001,13:03,NA,2003-99326,SS,I,F,195,170,13.1,14.8,149,2001-09-13T13:03:00Z
626,9,14,2001,10:35,NA,1213-58903,SS,I,M,161,105,10.3,11.2,131,2001-09-14T10:35:00Z
627,9,14,2001,13:05,NA,1213-58904,SS,I,M,168,95,10,11.4,137,2001-09-14T13:05:00Z
628,9,14,2001,13:55,NA,1213-58905,SS,I,M,160,95,9.8,10.8,126,2001-09-14T13:55:00Z
629,9,16,2001,14:00,NA,1177-04679,RT,I,U,392,1085,31.2,34.6,210,2001-09-16T14:00:00Z
630,9,19,2001,10:11,NA,2003-99327,SS,I,F,201,165,12.3,14.8,165,2001-09-19T10:11:00Z
631,9,19,2001,11:55,NA,1207-72655,RT,I,U,395,1115,27.4,32.7,235,2001-09-19T11:55:00Z
632,9,20,2001,12:50,NA,1207-72656,RT,I,U,390,1195,27.6,33,222,2001-09-20T12:50:00Z
633,9,22,2001,9:45,NA,1142-19245,SS,I,M,161,100,9.8,11.9,129,2001-09-22T09:45:00Z
634,9,22,2001,10:45,NA,1705-24641,CH,A,M,230,365,16.9,23.55,192,2001-09-22T10:45:00Z
635,9,22,2001,14:57,NA,2003-99328,SS,I,F,192,170,11.9,9.5,156,2001-09-22T14:57:00Z
636,9,24,2001,12:50,NA,1213-58906,SS,I,M,156,90,9.8,11.3,135,2001-09-24T12:50:00Z
637,9,24,2001,14:20,NA,1213-58907,SS,I,M,158,95,10.7,11.1,129,2001-09-24T14:20:00Z
638,9,26,2001,10:15,NA,1142-19246,SS,I,M,167,115,9.8,11.4,131,2001-09-26T10:15:00Z
639,9,26,2001,12:20,NA,804-00201,SS,I,F,199,155,11.9,14.5,160,2001-09-26T12:20:00Z
640,9,27,2001,13:40,NA,1705-24642,CH,I,F,320,229,17,21,195,2001-09-27T13:40:00Z
641,9,30,2001,12:33,NA,1207-72657,RT,A,U,389,1165,29,33.1,223,2001-09-30T12:33:00Z
642,10,2,2001,11:00,NA,804-00202,CH,I,M,227,155,17.1,21,192,2001-10-02T11:00:00Z
643,10,2,2001,13:15,NA,804-00203,CH,A,M,230,340,16.1,20.2,198,2001-10-02T13:15:00Z
644,10,3,2001,10:29,NA,2003-99329,SS,A,F,199,180,12,15.5,152,2001-10-03T10:29:00Z
645,10,5,2001,14:29,NA,1177-04680,RT,I,U,378,235,25.4,30.7,223,2001-10-05T14:29:00Z
646,10,9,2001,13:25,NA,1142-19247,SS,I,M,164,105,10.2,11.2,132,2001-10-09T13:25:00Z
647,10,9,2001,14:58,NA,1207-72658,RT,A,U,385,1085,27.5,30.8,216,2001-10-09T14:58:00Z
648,10,14,2001,9:36,NA,1177-04681,RT,I,U,369,970,26.1,30.4,207,2001-10-14T09:36:00Z
649,10,14,2001,10:27,NA,1177-04682,RT,I,U,378,1030,28.5,31.9,218,2001-10-14T10:27:00Z
650,10,14,2001,11:52,NA,1177-04683,RT,I,U,373,1015,25.5,29.6,215,2001-10-14T11:52:00Z
651,10,14,2001,12:20,NA,1177-04684,RT,A,U,419,1030,29.2,31.5,224,2001-10-14T12:20:00Z
652,10,14,2001,14:12,NA,1177-04685,RT,I,U,414,1215,26.4,29.2,242,2001-10-14T14:12:00Z
653,10,15,2001,13:20,NA,2003-99330,SS,A,F,203,185,13.5,14.2,157,2001-10-15T13:20:00Z
654,10,17,2001,9:50,NA,1142-19248,SS,A,M,162,95,10.2,11,119,2001-10-17T09:50:00Z
655,10,17,2001,10:36,NA,1142-19249,SS,I,M,165,95,10,11,130,2001-10-17T10:36:00Z
656,10,17,2001,10:58,NA,1142-19250,SS,A,M,161,95,9.7,11,124,2001-10-17T10:58:00Z
657,10,17,2001,11:35,NA,1142-19251,SS,I,M,161,110,10.1,11.8,130,2001-10-17T11:35:00Z
658,10,17,2001,12:59,NA,1177-04686,RT,I,U,404,1170,28.4,32.8,237,2001-10-17T12:59:00Z
659,10,17,2001,13:48,NA,1142-19252,SS,I,M,165,105,10.4,11.2,140,2001-10-17T13:48:00Z
660,10,17,2001,14:03,NA,2003-99331,SS,A,F,199,175,12.8,14.5,159,2001-10-17T14:03:00Z
661,10,18,2001,9:24,NA,1142-19253,SS,I,M,171,95,10.9,11.7,138,2001-10-18T09:24:00Z
662,10,18,2001,9:58,NA,2003-99332,SS,A,F,213,190,13.7,15.2,159,2001-10-18T09:58:00Z
663,10,18,2001,10:11,NA,1142-19254,SS,A,M,169,105,10.2,11.8,136,2001-10-18T10:11:00Z
664,10,18,2001,10:35,NA,1207-72659,RT,I,U,379,1435,27.4,32.7,221,2001-10-18T10:35:00Z
665,10,18,2001,12:00,NA,1207-72660,RT,I,U,407,1235,30.1,35.8,243,2001-10-18T12:00:00Z
666,10,18,2001,12:42,NA,1177-04689,RT,I,U,376,1055,29.5,32.2,222,2001-10-18T12:42:00Z
667,10,18,2001,13:56,NA,1177-04688,RT,I,U,380,1105,22,30.8,208,2001-10-18T13:56:00Z
668,10,18,2001,14:29,NA,1142-19255,SS,A,M,172,120,9.8,11.8,132,2001-10-18T14:29:00Z
669,10,18,2001,15:30,NA,1207-72661,RT,I,U,408,1390,28.4,32.7,245,2001-10-18T15:30:00Z
670,10,19,2001,11:53,NA,1142-19256,SS,A,M,167,105,10.3,10.8,131,2001-10-19T11:53:00Z
671,10,19,2001,12:42,NA,1177-04690,RT,A,U,374,1080,26.5,31.3,206,2001-10-19T12:42:00Z
672,10,21,2001,12:48,NA,1177-04691,RT,I,U,376,910,26.1,32.2,220,2001-10-21T12:48:00Z
673,10,23,2001,10:55,NA,1705-24643,CH,I,F,258,490,18,24.2,214,2001-10-23T10:55:00Z
674,10,23,2001,12:24,NA,1807-66307,RT,I,U,370,845,25,27.4,217,2001-10-23T12:24:00Z
675,10,23,2001,12:55,NA,2003-99333,SS,A,F,202,175,13.3,14.9,162,2001-10-23T12:55:00Z
676,10,25,2001,10:29,NA,1807-66308,RT,I,U,363,865,25.6,27.3,210,2001-10-25T10:29:00Z
677,10,25,2001,11:04,NA,2003-99334,SS,A,F,200,180,11.9,13.5,163,2001-10-25T11:04:00Z
678,10,25,2001,11:50,NA,1177-04692,RT,I,U,372,2030,26.2,30.2,196,2001-10-25T11:50:00Z
679,10,25,2001,12:55,NA,1807-66309,RT,A,U,378,960,24.6,30,206,2001-10-25T12:55:00Z
680,10,26,2001,12:20,NA,1750-24644,CH,A,F,254,515,19.5,23.8,218,2001-10-26T12:20:00Z
681,10,26,2001,13:00,NA,1177-04694,RT,I,U,361,970,26.3,30.7,218,2001-10-26T13:00:00Z
682,10,28,2001,10:46,NA,1177-04695,RT,A,U,389,1265,26.6,30.6,210,2001-10-28T10:46:00Z
683,10,28,2001,11:37,NA,1207-72662,RT,A,U,404,1300,29.4,32.8,224,2001-10-28T11:37:00Z
684,10,31,2001,13:30,NA,2003-99335,SS,I,F,195,170,12.9,14.7,154,2001-10-31T13:30:00Z
685,11,1,2001,11:45,NA,2003-99336,SS,I,F,203,191,13.5,15.5,161,2001-11-01T11:45:00Z
686,11,1,2001,13:45,NA,1705-24645,CH,A,F,253,540,19.1,22.6,209,2001-11-01T13:45:00Z
687,11,2,2001,9:41,NA,2003-99337,SS,I,F,199,185,12,14.9,157,2001-11-02T09:41:00Z
688,11,3,2001,13:58,NA,2003-99338,SS,I,F,194,165,11.9,14.4,158,2001-11-03T13:58:00Z
689,11,3,2001,14:23,NA,2003-99339,SS,A,F,196,205,12.2,14,156,2001-11-03T14:23:00Z
690,11,5,2001,14:40,NA,1142-19257,SS,I,M,168,95,10.4,12.1,133,2001-11-05T14:40:00Z
691,11,6,2001,13:05,NA,1177-04696,RT,A,U,395,1170,25.8,30.5,218,2001-11-06T13:05:00Z
692,11,7,2001,11:15,NA,1177-04697,RT,I,U,368,1075,27.7,31.7,213,2001-11-07T11:15:00Z
693,11,7,2001,13:15,NA,803-05939,SS,I,F,210,200,12.1,15.3,165,2001-11-07T13:15:00Z
694,11,9,2001,9:40,NA,1177-04700,RT,I,U,401,965,25.8,29.1,235,2001-11-09T09:40:00Z
695,11,9,2001,10:40,NA,1807-53134,RT,I,U,355,785,22.7,25,206,2001-11-09T10:40:00Z
696,11,10,2001,10:27,NA,1177-04701,RT,A,U,377,1095,25.6,31.7,206,2001-11-10T10:27:00Z
697,11,11,2001,9:44,NA,2003-99340,SS,I,F,197,160,12,14.7,153,2001-11-11T09:44:00Z
698,11,14,2001,10:04,NA,1142-19258,SS,I,M,171,95,9.1,11.5,135,2001-11-14T10:04:00Z
699,11,19,2001,9:48,NA,1177-04702,RT,A,U,277,1500,29.7,32.1,207,2001-11-19T09:48:00Z
700,11,19,2001,14:05,NA,1207-72663,RT,A,U,435,1595,27.4,34.5,230,2001-11-19T14:05:00Z
701,9,4,2002,10:00,NA,1177-04703,RT,I,U,372,985,25.4,31,224,2002-09-04T10:00:00Z
702,9,5,2002,12:45,NA,1705-24648,CH,A,F,260,565,20,24.2,216,2002-09-05T12:45:00Z
703,9,8,2002,12:20,NA,1177-04704,RT,I,U,390,240,25.2,29.3,218,2002-09-08T12:20:00Z
704,9,8,2002,12:44,NA,1177-04705,RT,I,U,359,875,26,31.1,215,2002-09-08T12:44:00Z
705,9,10,2002,12:39,NA,1177-04706,RT,I,U,393,1225,29,33.4,226,2002-09-10T12:39:00Z
706,9,12,2002,10:13,NA,1207-72664,RT,I,U,402,1255,30.6,34.6,242,2002-09-12T10:13:00Z
707,9,12,2002,11:51,NA,1177-04707,RT,I,U,362,950,26.8,30.7,212,2002-09-12T11:51:00Z
708,9,13,2002,12:55,NA,1705-14646,CH,I,M,227,330,16,18.5,193,2002-09-13T12:55:00Z
709,9,16,2002,13:14,NA,1807-53135,RT,A,U,359,895,27.5,30.1,201,2002-09-16T13:14:00Z
710,9,17,2002,11:20,NA,1142-19259,SS,I,M,155,100,9.8,12,129,2002-09-17T11:20:00Z
711,9,18,2002,12:08,NA,1705-24647,CH,I,F,261,455,17.1,26.8,216,2002-09-18T12:08:00Z
712,9,19,2002,9:30,NA,1142-19260,SS,I,M,160,90,10.3,11.5,132,2002-09-19T09:30:00Z
713,9,19,2002,12:01,NA,1142-19261,SS,I,M,166,105,11.3,11.4,131,2002-09-19T12:01:00Z
714,9,21,2002,13:38,NA,1207-72665,RT,I,U,362,1305,28.2,34.3,234,2002-09-21T13:38:00Z
715,9,22,2002,10:50,NA,1177-04708,RT,I,U,375,975,27.2,31.8,220,2002-09-22T10:50:00Z
716,9,22,2002,11:57,NA,1177-04709,RT,I,U,388,1185,28.9,34.3,225,2002-09-22T11:57:00Z
717,9,22,2002,13:47,NA,1177-04710,RT,I,U,392,1030,26.1,30.5,214,2002-09-22T13:47:00Z
718,9,22,2002,14:29,NA,1207-72666,RT,I,U,412,1215,28.7,34.1,230,2002-09-22T14:29:00Z
719,9,23,2002,13:15,NA,1177-04711,RT,I,U,371,1075,26.9,32.8,220,2002-09-23T13:15:00Z
720,9,23,2002,14:23,NA,1705-24649,CH,A,F,255,960,19.7,25.1098976109215,200,2002-09-23T14:23:00Z
721,9,24,2002,12:50,NA,1807-53136,RT,I,U,391,795,24.3,27.6,209,2002-09-24T12:50:00Z
722,9,24,2002,13:26,NA,2003-99341,SS,I,F,190,180,12.2,14.2,156,2002-09-24T13:26:00Z
723,9,25,2002,12:36,NA,1177-04712,RT,I,U,385,1225,27.8,32,225,2002-09-25T12:36:00Z
724,9,25,2002,14:05,NA,1142-19262,SS,I,M,166,110,10,11.9,139,2002-09-25T14:05:00Z
725,9,26,2002,10:49,NA,2003-99342,SS,A,F,197,165,12.2,14.9,159,2002-09-26T10:49:00Z
726,9,29,2002,10:10,NA,1177-04713,RT,I,U,370,920,26.3,32,226,2002-09-29T10:10:00Z
727,9,29,2002,10:50,NA,2003-99345,SS,I,F,190,170,12,15,154,2002-09-29T10:50:00Z
728,9,29,2002,12:52,NA,1207-72667,RT,I,U,400,1315,29.6,34,230,2002-09-29T12:52:00Z
729,9,29,2002,13:06,NA,1142-19263,SS,I,M,162,100,9.4,11.1,131,2002-09-29T13:06:00Z
730,9,30,2002,11:26,NA,2003-00344,SS,I,F,194,155,12.5,14.5,156,2002-09-30T11:26:00Z
731,9,30,2002,11:45,NA,1207-72668,RT,I,U,395,1155,29.9,34.4,233,2002-09-30T11:45:00Z
732,9,30,2002,12:46,NA,1207-72669,RT,I,U,403,1160,29,32.3,235,2002-09-30T12:46:00Z
