BC001_ID_Cliente,BC002_Edad,BC003_Genero,BC004_Estado_civil,BC005_Nivel_educativo,BC006_Segmento_socioeconomico,BC007_Ciudad_Zona,BC008_Antiguedad_meses,BC009_Canal_captacion,BC010_Tipo_cliente,BC011_Plan,BC012_Banda_valor_RFM,BC013_Frecuencia_compra,BC014_Num_pedidos_2024,BC015_Ticket_medio_EUR,BC016_Gasto_total_2024_EUR,BC017_Categoria_principal,BC018_Variedad_categorias,BC019_Pct_pedidos_descuento,BC020_Intensidad_descuento,BC021_Metodo_pago,BC022_Renovaciones_suscripcion,BC023_Dias_desde_ultima_compra,BC024_Tiempo_medio_entrega_dias,BC025_Retrasos_entrega_num,BC026_Incidencias_registradas_num,BC027_Contactos_atencion_num,BC028_Satisfaccion_entregas,BC029_Satisfaccion_plataforma,BC030_Estado_cliente,BC031_Tipo_abandono,BC032_Razon_abandono
VC005679,43,Femenino,Casado/a,4,Medio,Madrid,9,Ads,No suscripción,<no aplica>,2,Mensual,10,24,246,Cuidado personal,5,49,2,PayPal,0,254,2,0,0,0,4.0,3.0,Inactivo,<no informado>,Competencia
VC005680,33,Masculino,Divorciado/a,2,Medio,MAD,49,Ads,No suscripción,<no aplica>,4,Mensual,11,56,615,Cuidado personal,4,82,3,Wallet,0,210,3,0,0,0,2.0,,Inactivo,Voluntario,Competencia
VC005681,28,Femenino,Soltero/a,2,Medio,BCN,10,Email,No suscripción,<no aplica>,2,Ocasional,7,39,288,Bebés,6,21,2,Tarjeta,0,86,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005682,35,Femenino,Casado/a,1,Medio,BARCELONA ,63,Afiliados,No suscripción,<no aplica>,1,Ocasional,3,36,104,Alimentación,3,4,1,Tarjeta,0,22,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005683,27,Femenino,Soltero/a,1,Medio,Madrid,49,Referral,No suscripción,<no aplica>,3,Mensual,10,31,374,Otros,5,17,1,Tarjeta,0,13,4,2,0,2,2.0,3.0,Activo,<no informado>,<no informado>
VC005684,40,Masculino,Soltero/a,3,Bajo,Barcelona,7,Referral,No suscripción,<no aplica>,2,Mensual,10,28,290,Bebés,4,32,2,Tarjeta,0,15,3,1,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC005685,32,Femenino,Soltero/a,2,Medio,Madrid,41,Afiliados,No suscripción,<no aplica>,4,Quincenal,19,27,517,Otros,5,17,1,Transferencia,0,21,1,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC005686,21,Masculino,Casado/a,4,Bajo,Madrid,73,Email,No suscripción,<no aplica>,1,Ocasional,2,37,64,Hogar,2,51,3,Tarjeta,0,264,2,0,0,0,4.0,4.0,Inactivo,Voluntario,Precio
VC005687,54,Masculino,Soltero/a,4,Medio,Madrid,21,Afiliados,No suscripción,<no aplica>,2,Ocasional,5,25,115,Mascotas,2,6,1,Tarjeta,0,74,2,1,1,3,2.0,3.0,Activo,<no informado>,<no informado>
VC005688,33,Femenino,Casado/a,2,Medio,Madrid,73,Afiliados,No suscripción,<no aplica>,5,Quincenal,21,35,829,Alimentación,6,74,3,Tarjeta,0,19,2,0,1,1,4.0,3.0,Activo,<no informado>,<no informado>
VC005689,24,Femenino,Casado/a,2,Bajo,Barcelona,38,Ads,No suscripción,<no aplica>,1,Ocasional,1,23,29,Hogar,1,44,2,Tarjeta,0,98,2,1,0,1,4.0,2.0,Activo,<no informado>,<no informado>
VC005690,37,Masculino,Soltero/a,2,Alto,Barna,12,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,45,94,Hogar,1,31,2,Tarjeta,0,211,3,0,0,1,3.0,4.0,Inactivo,Voluntario,Competencia
VC005691,40,Masculino,Casado/a,,Medio,Madrid,25,Email,No suscripción,<no aplica>,5,Semanal,42,19,832,Alimentación,9,19,1,Tarjeta,0,0,3,1,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC005692,18,Femenino,Pareja de hecho,1,Medio,Madrid,35,Marketplace,No suscripción,<no aplica>,4,Quincenal,16,31,592,Alimentación,5,56,3,Tarjeta,0,15,2,0,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC005693,43,Masculino,Divorciado/a,3,Alto,Valencia,36,Afiliados,No suscripción,<no aplica>,4,Mensual,15,43,637,Otros,4,7,1,Tarjeta,0,24,3,0,0,1,3.0,3.0,Activo,<no informado>,<no informado>
VC005694,26,Femenino,Casado/a,4,Alto,MAD,28,Afiliados,No suscripción,<no aplica>,5,Quincenal,23,43,1070,Otros,5,44,2,Tarjeta,0,204,1,1,1,2,4.0,4.0,Inactivo,Voluntario,Precio
VC005695,60,Masculino,Viudo/a,4,Bajo,Barcelona,8,Afiliados,No suscripción,<no aplica>,1,Ocasional,1,37,37,HOGAR ,1,8,1,Tarjeta,0,4,3,0,0,0,3.0,2.0,Activo,<no informado>,<no informado>
VC005696,45,Masculino,Divorciado/a,4,Medio,Barcelona,112,Ads,No suscripción,<no aplica>,5,Quincenal,30,53,1411,Hogar,6,35,2,PayPal,0,172,2,0,2,2,3.0,4.0,Inactivo,Voluntario,Experiencia logística
VC005697,34,Masculino,Casado/a,3,,Madrid,22,Marketplace,No suscripción,<no aplica>,4,Quincenal,18,45,736,Alimentación,7,25,2,Tarjeta,0,92,1,1,0,1,3.0,4.0,Inactivo,Voluntario,Precio
VC005698,30,Masculino,Casado/a,4,Bajo,Madrid,18,Referral,No suscripción,<no aplica>,3,Quincenal,18,23,442,Otros,3,68,3,Tarjeta,0,8,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005699,38,Masculino,Soltero/a,3,Bajo,Madrid,38,Email,No suscripción,<no aplica>,1,Ocasional,2,22,39,Otros,2,43,2,Tarjeta,0,126,2,0,0,0,4.0,4.0,Inactivo,Voluntario,Precio
VC005700,46,Masculino,Pareja de hecho,2,Medio,Barcelona,27,Orgánico,No suscripción,<no aplica>,4,Quincenal,20,28,565,Hogar,6,14,1,Wallet,0,9,2,1,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC005701,39,Masculino,Casado/a,3,Medio,Barcelona,54,Ads,No suscripción,<no aplica>,3,Mensual,6,52,313,Hogar,4,64,3,PayPal,0,250,2,0,0,1,4.0,4.0,Inactivo,Involuntario,Fraude/impago
VC005702,36,Femenino,Divorciado/a,4,Alto,Barcelona,8,Orgánico,No suscripción,<no aplica>,3,Ocasional,5,67,310,Hogar,3,75,3,Tarjeta,0,114,4,1,0,2,2.0,3.0,Inactivo,<no informado>,Precio
VC005703,40,Masculino,Casado/a,1,Medio,Valencia,45,Orgánico,No suscripción,<no aplica>,4,Mensual,19,38,678,Hogar,7,18,1,Tarjeta,0,26,4,3,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005704,32,Femenino,<no informado>,2,Bajo,Barcelona,18,Email,No suscripción,<no aplica>,2,Ocasional,4,32,150,Alimentación,3,31,2,Tarjeta,0,78,4,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005705,35,Femenino,Divorciado/a,2,Medio,Valencia,3,Marketplace,No suscripción,<no aplica>,1,Ocasional,1,15,20,Alimentación,1,77,3,Tarjeta,0,139,3,0,0,0,3.0,2.0,Inactivo,Voluntario,Competencia
VC005706,18,Femenino,Viudo/a,1,Bajo,Barcelona,84,Ads,No suscripción,<no aplica>,4,Mensual,13,37,614,Hogar,7,79,3,Tarjeta,0,40,3,1,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC005707,51,Femenino,Soltero/a,2,,Madrid,66,Ads,No suscripción,<no aplica>,2,Mensual,10,31,207,Hogar,6,44,2,Wallet,0,17,2,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC005708,43,Femenino,,2,Medio,Barcelona,16,Marketplace,No suscripción,<no aplica>,3,Mensual,14,33,425,Hogar,7,24,2,Tarjeta,0,241,1,1,0,1,4.0,4.0,Inactivo,Voluntario,Competencia
VC005709,30,Masculino,Pareja de hecho,4,Medio,Valencia,23,Email,No suscripción,<no aplica>,1,Ocasional,1,27,30,Bebés,1,26,2,Wallet,0,179,5,0,0,0,1.0,4.0,Inactivo,Voluntario,Experiencia logística
VC005710,62,Femenino,Pareja de hecho,4,Medio,Madrid,56,Orgánico,No suscripción,<no aplica>,4,Quincenal,25,27,790,Hogar,6,48,2,Tarjeta,0,14,2,0,3,4,3.0,3.0,Activo,<no informado>,<no informado>
VC005711,40,Masculino,Soltero/a,4,Medio,Barcelona,13,Orgánico,No suscripción,<no aplica>,3,Mensual,9,41,349,Hogar,4,39,2,Tarjeta,0,20,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005712,27,Femenino,Pareja de hecho,2,Medio,Madrid,12,Marketplace,No suscripción,<no aplica>,1,Ocasional,4,18,79,Cuidado personal,3,67,3,Tarjeta,0,312,3,1,0,1,2.0,2.0,Inactivo,Voluntario,Competencia
VC005713,49,Femenino,Casado/a,1,Medio,Valencia,30,Ads,No suscripción,<no aplica>,5,Quincenal,19,45,996,Hogar,4,51,3,Wallet,0,9,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005714,44,Femenino,Soltero/a,1,Bajo,Barna,39,Referral,No suscripción,<no aplica>,4,Quincenal,17,30,559,Otros,4,54,3,Contra reembolso,0,1,4,0,1,1,3.0,3.0,Activo,<no informado>,<no informado>
VC005715,44,Femenino,Casado/a,4,Medio,Madrid,16,Ads,No suscripción,<no aplica>,2,Mensual,7,28,201,Alimentación,4,47,2,PayPal,0,221,3,0,0,1,3.0,4.0,Inactivo,Voluntario,Competencia
VC005716,34,Masculino,Divorciado/a,2,Alto,Valencia,53,Email,No suscripción,<no aplica>,3,Mensual,10,44,420,Bebés,4,56,3,PayPal,0,218,3,0,0,1,,4.0,Inactivo,Voluntario,<no informado>
VC005717,44,Masculino,Casado/a,3,Bajo,Madrid,16,Afiliados,No suscripción,<no aplica>,1,Ocasional,1,46,51,Hogar,1,74,3,Tarjeta,0,266,1,0,0,0,3.0,4.0,Inactivo,Voluntario,Precio
VC005718,36,Femenino,Pareja de hecho,2,Medio,bcn,45,Marketplace,No suscripción,<no aplica>,1,Ocasional,2,39,78,Cuidado personal,2,70,3,Wallet,0,35,2,0,0,0,3.0,,Activo,<no informado>,<no informado>
VC005719,46,Femenino,Soltero/a,1,Medio,Barcelona,75,Ads,No suscripción,<no aplica>,1,Ocasional,2,38,84,Bebés,3,45,2,PayPal,0,20,1,0,0,1,,3.0,Activo,<no informado>,<no informado>
VC005720,18,Masculino,Pareja de hecho,1,Medio,Valencia,6,Ads,No suscripción,<no aplica>,3,Mensual,16,28,409,cuidado personal,5,58,3,Tarjeta,0,31,3,1,2,4,3.0,4.0,Activo,<no informado>,<no informado>
VC005721,34,Femenino,Divorciado/a,3,Bajo,Madrid,79,Afiliados,No suscripción,<no aplica>,4,Quincenal,17,37,634,Otros,4,27,2,PayPal,0,12,3,0,1,1,4.0,3.0,Activo,<no informado>,<no informado>
VC005722,60,Femenino,Casado/a,2,Medio,Valencia,80,Ads,No suscripción,<no aplica>,3,Mensual,9,38,367,Otros,3,71,3,Tarjeta,0,42,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005723,30,Masculino,Casado/a,2,Medio,Madrid,34,Ads,No suscripción,<no aplica>,1,Ocasional,1,35,34,Bebés,1,33,2,PayPal,0,108,1,0,0,0,3.0,2.0,Activo,<no informado>,<no informado>
VC005724,32,Femenino,Casado/a,,Medio,Madrid,23,Marketplace,No suscripción,<no aplica>,1,Ocasional,1,38,46,Cuidado personal,2,41,2,PayPal,0,273,3,0,0,0,2.0,3.0,Inactivo,Voluntario,Atención al cliente
VC005725,34,No binario,Divorciado/a,3,Medio,Madrid,27,Email,No suscripción,<no aplica>,3,Mensual,7,52,415,Otros,3,21,2,Wallet,0,155,2,0,0,0,4.0,3.0,Inactivo,Involuntario,Fraude/impago
VC005726,24,Masculino,Soltero/a,3,Alto,Barcelona,65,Ads,No suscripción,<no aplica>,2,Mensual,6,52,269,Hogar,4,99,3,Wallet,0,153,3,1,0,1,2.0,4.0,Inactivo,Voluntario,Precio
VC005727,18,Femenino,Casado/a,4,Medio,Madrid,25,Email,No suscripción,<no aplica>,1,Ocasional,2,21,40,Bebés,2,49,2,Wallet,0,2,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC005728,36,Femenino,Soltero/a,3,Medio,Madrid,32,Ads,No suscripción,<no aplica>,2,Ocasional,4,37,202,Hogar,4,19,1,Tarjeta,0,43,2,0,0,0,2.0,3.0,Activo,<no informado>,<no informado>
VC005729,41,Masculino,Casado/a,2,Alto,Valencia,35,Referral,No suscripción,<no aplica>,5,Quincenal,27,46,1208,Alimentación,5,45,2,Tarjeta,0,26,1,1,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC005730,38,Femenino,Casado/a,3,Bajo,Madrid,18,Email,No suscripción,<no aplica>,1,Ocasional,2,37,72,Hogar,2,36,2,PayPal,0,173,3,0,0,2,3.0,4.0,Inactivo,Voluntario,Precio
VC005731,37,Masculino,Divorciado/a,3,Medio,BARCELONA ,77,Email,No suscripción,<no aplica>,1,Ocasional,1,32,35,Bebes,1,26,2,Tarjeta,0,237,3,1,0,2,3.0,4.0,Inactivo,Voluntario,Competencia
VC005732,40,Masculino,Casado/a,4,Bajo,Barcelona,64,Orgánico,No suscripción,<no aplica>,3,Mensual,12,36,415,HOGAR ,5,12,1,PayPal,0,35,1,0,0,0,4.0,3.0,Activo,<no informado>,<no informado>
VC005733,51,Femenino,Casado/a,4,,Madrid,65,Marketplace,No suscripción,<no aplica>,1,Ocasional,2,44,79,Alimentación,2,82,3,,0,43,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005734,37,Masculino,Divorciado/a,4,Medio,Madrid,39,Email,No suscripción,<no aplica>,3,Mensual,13,40,470,Cuidado personal,4,37,2,Contra reembolso,0,23,1,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC005735,32,Femenino,Soltero/a,2,Medio,Barcelona,36,Email,No suscripción,<no aplica>,3,Quincenal,13,31,395,Cuidado personal,5,51,3,Tarjeta,0,2,3,2,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005736,36,Femenino,Casado/a,2,Medio,Barna,36,Referral,No suscripción,<no aplica>,4,Semanal,34,27,743,Cuidado personal,7,3,1,Wallet,0,11,2,0,0,0,2.0,3.0,Activo,<no informado>,<no informado>
VC005737,46,Masculino,Pareja de hecho,4,Medio,VAL,46,Ads,No suscripción,<no aplica>,3,Mensual,6,56,338,Otros,4,26,2,Tarjeta,0,7,1,1,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC005738,56,Masculino,Casado/a,2,,Barcelona,52,Ads,No suscripción,<no aplica>,1,Ocasional,2,49,93,Cuidado personal,2,52,3,PayPal,0,181,2,1,0,1,3.0,4.0,Inactivo,Voluntario,Precio
VC005739,31,Masculino,Soltero/a,4,Medio,Valencia,44,Ads,No suscripción,<no aplica>,3,Quincenal,17,32,423,Hogar,5,55,3,PayPal,0,116,3,0,0,0,2.0,4.0,Inactivo,Involuntario,Fraude/impago
VC005740,40,Femenino,Casado/a,<no informado>,Alto,Barcelona,25,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,54,64,Cuidado personal,1,41,2,Tarjeta,0,49,2,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005741,43,Masculino,Casado/a,3,Alto,Barcelona,18,Afiliados,No suscripción,<no aplica>,2,Mensual,6,58,284,Hogar,4,20,1,Tarjeta,0,40,4,1,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC005742,27,Femenino,Soltero/a,3,Medio,Madrid,29,Ads,No suscripción,<no aplica>,4,Mensual,12,44,535,Mascotas,6,58,3,PayPal,0,286,3,0,0,1,3.0,4.0,Inactivo,<no informado>,Competencia
VC005743,39,Masculino,Viudo/a,3,Alto,Barcelona,86,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,64,59,Otros,1,51,3,PayPal,0,235,1,0,0,0,4.0,4.0,Inactivo,Involuntario,Fraude/impago
VC005744,21,Masculino,Casado/a,2,Alto,Barcelona,21,Ads,No suscripción,<no aplica>,3,Quincenal,15,30,446,Hogar,6,47,2,Tarjeta,0,25,2,1,3,4,3.0,4.0,Activo,<no informado>,<no informado>
VC005745,18,Masculino,Divorciado/a,3,Medio,Barcelona,21,Ads,No suscripción,<no aplica>,4,Mensual,11,51,607,Mascotas,4,31,2,Tarjeta,0,0,4,3,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005746,43,Masculino,Soltero/a,2,Alto,Barcelona,15,Orgánico,No suscripción,<no aplica>,5,Quincenal,20,40,886,Bebés,5,61,3,Tarjeta,0,13,1,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC005747,34,Masculino,Divorciado/a,2,Medio,Barcelona,48,Orgánico,No suscripción,<no aplica>,5,Quincenal,24,45,1000,Alimentación,5,62,3,Tarjeta,0,229,1,1,3,6,2.0,,Inactivo,Voluntario,Experiencia logística
VC005748,41,Prefiere no decirlo,Pareja de hecho,,Medio,Barcelona,42,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,49,40,Bebés,1,9,1,Tarjeta,0,111,4,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC005749,39,No binario,Pareja de hecho,3,Medio,Barcelona,23,Orgánico,No suscripción,<no aplica>,3,Mensual,12,45,452,Otros,6,60,3,Tarjeta,0,31,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005750,27,Masculino,Casado/a,4,,Madrid,72,Orgánico,No suscripción,<no aplica>,2,Mensual,10,26,267,Cuidado personal,4,70,3,Tarjeta,0,33,2,1,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC005751,38,Masculino,Casado/a,4,Bajo,Madrid,67,Afiliados,No suscripción,<no aplica>,4,Quincenal,22,26,529,Hogar,7,80,3,Tarjeta,0,141,3,3,2,3,2.0,4.0,Inactivo,<no informado>,<no informado>
VC005752,24,Masculino,Casado/a,2,Medio,Valencia,12,Email,No suscripción,<no aplica>,3,Mensual,10,36,417,Cuidado personal,5,43,2,PayPal,0,27,3,2,0,1,2.0,,Activo,<no informado>,<no informado>
VC005753,56,Masculino,Pareja de hecho,4,Medio,valencia,13,Afiliados,No suscripción,<no aplica>,1,Ocasional,2,25,57,Mascotas,2,39,2,Transferencia,0,88,2,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005754,23,Femenino,Divorciado/a,,Medio,Barcelona,64,Orgánico,No suscripción,<no aplica>,2,Mensual,6,30,176,Hogar,4,52,3,Tarjeta,0,123,3,0,0,0,3.0,4.0,Inactivo,Voluntario,Precio
VC005755,37,Femenino,Soltero/a,3,Alto,valencia,19,Referral,No suscripción,<no aplica>,1,Ocasional,2,39,71,Bebés,2,49,2,Tarjeta,0,45,4,0,0,0,4.0,3.0,Activo,<no informado>,<no informado>
VC005756,26,Masculino,Divorciado/a,4,Medio,Madrid,47,Afiliados,No suscripción,<no aplica>,4,Quincenal,14,47,493,Otros,6,83,3,Tarjeta,0,119,1,0,0,0,4.0,4.0,Inactivo,Voluntario,<no informado>
VC005757,46,Femenino,Divorciado/a,2,Bajo,Madrid,40,Marketplace,No suscripción,<no aplica>,4,Quincenal,22,23,507,Hogar,7,59,3,PayPal,0,16,2,1,0,2,4.0,3.0,Activo,<no informado>,<no informado>
VC005758,35,Masculino,Casado/a,3,,Barcelona,8,Orgánico,No suscripción,<no aplica>,4,Quincenal,21,34,785,Bebés,7,51,3,Tarjeta,0,4,3,1,0,2,2.0,3.0,Activo,<no informado>,<no informado>
VC005759,33,Femenino,Soltero/a,3,Bajo,Valencia,18,Ads,No suscripción,<no aplica>,4,Quincenal,24,29,581,Alimentación,3,68,3,Tarjeta,0,8,3,1,2,4,2.0,4.0,Activo,<no informado>,<no informado>
VC005760,49,Femenino,Pareja de hecho,4,Medio,bcn,47,Ads,No suscripción,<no aplica>,1,Ocasional,4,18,76,Mascotas,3,62,3,Tarjeta,0,80,2,1,0,2,4.0,3.0,Activo,<no informado>,<no informado>
VC005761,39,Masculino,Casado/a,3,Medio,Madrid,31,Orgánico,No suscripción,<no aplica>,2,Quincenal,15,22,283,Hogar,7,58,3,PayPal,0,270,3,0,1,1,3.0,4.0,Inactivo,Voluntario,Competencia
VC005762,45,Masculino,Pareja de hecho,4,Medio,Madrid,24,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,36,77,Hogar,2,32,2,Tarjeta,0,58,3,1,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005763,27,Femenino,Pareja de hecho,2,Medio,BCN,74,Ads,No suscripción,<no aplica>,3,Quincenal,17,30,304,Hogar,7,49,2,Tarjeta,0,102,3,0,0,0,3.0,4.0,Inactivo,Voluntario,Competencia
VC005764,22,Masculino,Soltero/a,3,Bajo,Valencia,22,Email,No suscripción,<no aplica>,4,Quincenal,13,31,497,Bebés,5,70,3,Wallet,0,0,4,1,0,1,4.0,3.0,Activo,<no informado>,<no informado>
VC005765,40,Masculino,Casado/a,3,Medio,MAD,51,Email,No suscripción,<no aplica>,3,Mensual,10,46,464,Bebés,4,26,2,Tarjeta,0,124,3,0,1,1,3.0,3.0,Inactivo,Involuntario,Fraude/impago
VC005766,35,Femenino,Casado/a,3,Medio,Barcelona,27,Ads,No suscripción,<no aplica>,4,Mensual,10,65,630,Otros,4,71,3,Tarjeta,0,1,5,0,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC005767,47,Femenino,Divorciado/a,2,Medio,Valencia,50,Email,No suscripción,<no aplica>,2,Mensual,7,34,251,Otros,4,20,1,Tarjeta,0,3,4,0,1,1,3.0,3.0,Activo,<no informado>,<no informado>
VC005768,38,Femenino,Soltero/a,2,Medio,Barcelona,50,Email,No suscripción,<no aplica>,4,Mensual,14,34,522,Cuidado personal,5,56,3,Transferencia,0,37,1,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC005769,41,Femenino,Soltero/a,1,Medio,Madrid,15,Email,No suscripción,<no aplica>,3,Mensual,10,40,378,hogar,4,36,2,Tarjeta,0,156,2,0,0,0,4.0,4.0,Inactivo,Voluntario,Competencia
VC005770,20,Femenino,Divorciado/a,2,Alto,Valencia,85,Marketplace,No suscripción,<no aplica>,5,Quincenal,20,66,1316,Otros,4,67,3,Tarjeta,0,2,4,2,0,3,2.0,4.0,Activo,<no informado>,<no informado>
VC005771,62,Femenino,Soltero/a,1,<no informado>,Barcelona,120,Ads,No suscripción,<no aplica>,4,Mensual,15,38,562,Hogar,5,27,2,Tarjeta,0,19,1,0,1,1,,3.0,Activo,<no informado>,<no informado>
VC005772,37,Femenino,Casado/a,4,Medio,MAD,21,Email,No suscripción,<no aplica>,2,Ocasional,3,44,170,Cuidado personal,3,39,2,Wallet,0,63,2,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC005773,47,Masculino,Soltero/a,4,Medio,Madrid,51,Email,No suscripción,<no aplica>,4,Mensual,14,39,754,Otros,4,62,3,PayPal,0,22,1,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC005774,29,Masculino,Casado/a,4,Bajo,Barcelona,103,Afiliados,No suscripción,<no aplica>,4,Mensual,10,44,497,Mascotas,4,14,1,Wallet,0,262,3,0,2,2,3.0,3.0,Inactivo,Voluntario,Competencia
VC005775,43,Masculino,,4,Medio,Barcelona,9,Ads,No suscripción,<no aplica>,5,Quincenal,24,44,1311,Bebés,7,56,3,Tarjeta,0,133,4,3,2,3,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC005776,23,Femenino,Casado/a,2,Medio,Barcelona,58,Afiliados,No suscripción,<no aplica>,4,Mensual,11,59,769,Bebés,5,52,3,Tarjeta,0,359,1,1,1,2,3.0,4.0,Inactivo,Voluntario,Competencia
VC005777,44,Masculino,Viudo/a,3,Medio,Barcelona,47,Ads,No suscripción,<no aplica>,5,Quincenal,19,56,1049,hogar,5,74,3,Tarjeta,0,21,2,1,1,3,3.0,3.0,Activo,<no informado>,<no informado>
VC005778,35,Masculino,Soltero/a,4,,Barcelona,35,Referral,No suscripción,<no aplica>,5,Quincenal,16,40,803,Hogar,4,29,2,PayPal,0,4,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005779,39,Masculino,Casado/a,3,Alto,Madrid,10,Ads,No suscripción,<no aplica>,3,Mensual,8,42,369,Otros,3,24,2,Tarjeta,0,308,2,0,0,0,3.0,4.0,Inactivo,Involuntario,Fraude/impago
VC005780,47,Masculino,Casado/a,1,Bajo,Barcelona,66,Marketplace,No suscripción,<no aplica>,2,Mensual,8,25,186,Alimentación,5,36,2,PayPal,0,18,2,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC005781,24,Masculino,Casado/a,3,Alto,Madrid,42,Orgánico,No suscripción,<no aplica>,2,Mensual,5,38,176,Alimentación,3,46,2,Tarjeta,0,50,3,0,0,2,2.0,4.0,Activo,<no informado>,<no informado>
VC005782,31,Masculino,,1,Bajo,Madrid,55,Orgánico,No suscripción,<no aplica>,3,Semanal,36,10,303,Hogar,7,40,2,Wallet,0,286,1,1,2,3,4.0,4.0,Inactivo,Voluntario,Competencia
VC005783,44,Masculino,Soltero/a,,Medio,Valencia,16,Orgánico,No suscripción,<no aplica>,4,Quincenal,13,48,558,Cuidado personal,6,12,1,Tarjeta,0,11,2,0,1,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005784,64,Femenino,Divorciado/a,3,Medio,madrid,116,Ads,No suscripción,<no aplica>,4,Quincenal,16,41,616,Cuidado personal,7,81,3,Tarjeta,0,13,3,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC005785,37,Femenino,Casado/a,4,Alto,Madrid,47,Email,No suscripción,<no aplica>,1,Ocasional,1,67,64,Mascotas,1,76,3,Wallet,0,29,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005786,46,Femenino,Casado/a,3,Medio,Madrid,60,Marketplace,No suscripción,<no aplica>,4,Quincenal,18,40,790,Cuidado personal,5,73,3,Tarjeta,0,27,1,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC005787,38,Femenino,Casado/a,2,Bajo,Barcelona,25,Referral,No suscripción,<no aplica>,3,Mensual,17,20,367,Mascotas,6,28,2,Tarjeta,0,51,3,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC005788,62,Femenino,Soltero/a,,Alto,Madrid,15,Referral,No suscripción,<no aplica>,2,Ocasional,3,53,149,Mascotas,3,55,3,Tarjeta,0,192,2,0,0,0,4.0,4.0,Inactivo,Voluntario,<no informado>
VC005789,18,Masculino,Soltero/a,4,Medio,Barcelona,20,Ads,No suscripción,<no aplica>,2,Ocasional,3,45,153,Bebés,3,40,2,,0,38,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC005790,40,Femenino,Soltero/a,2,Medio,Valencia,13,Afiliados,No suscripción,<no aplica>,2,Ocasional,3,69,202,Alimentación,3,74,3,Wallet,0,18,2,0,1,1,3.0,3.0,Activo,<no informado>,<no informado>
VC005791,19,No binario,Soltero/a,3,Medio,Barcelona,100,Ads,No suscripción,<no aplica>,3,Mensual,10,37,346,Cuidado personal,6,27,2,,0,8,1,1,1,2,4.0,3.0,Activo,<no informado>,<no informado>
VC005792,18,Masculino,Soltero/a,2,Medio,madrid,34,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,20,20,Alimentación,1,46,2,Tarjeta,0,1,2,0,0,0,4.0,,Activo,<no informado>,<no informado>
VC005793,43,Femenino,Casado/a,3,,Madrid,27,Orgánico,No suscripción,<no aplica>,4,Quincenal,24,31,767,Alimentación,5,47,2,Contra reembolso,0,153,3,2,0,1,2.0,4.0,Inactivo,Voluntario,Experiencia logística
