ID Empleado,Edad,Género,Estado civil,Nivel educativo,Especialización,Años trabajando,Compañías empleadoras,Departamento,Cargo,Banda laboral,Sede,Frecuencia de viajes,Distancia al hogar,Ingresos mensuales,Nivel de stock options,Horas extraordinarias,Sesiones de formación,Años en la empresa,Años en el cargo,Años sin promocionar,Años con el mismo jefe,% Incremento salarial,Rendimiento,Satisfacción con el trabajo,Satisfacción con el ambiente,Satisfacción con las relaciones,Nivel de involucración,Balance de la vida laboral,Estado de la relación laboral,Tipo de desvinculación,Razón de la desvinculación
ECU-0731,30.0,Femenino,Casado,2,Ciencias de la vida,9,0,Investigación y desarrollo,Director de investigación,3,Barcelona,Viajes ocasionales,8,11416,3,Sí,4,8,7,1,7,12,3,1,2,3,4,2,Activa,,
ECU-0732,20.0,Femenino,Soltero,3,Medicina,1,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,11,2600,0,Sí,2,1,0,0,0,15,3,1,4,1,2,3,Finalizada,Voluntaria,Dimisión
ECU-0733,30.0,Femenino,Soltero,3,Medicina,4,0,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,5,2422,0,No,3,3,2,1,2,17,1,2,2,1,3,3,Finalizada,Involuntaria,Despido
ECU-0734,26.0,Masculino,Casado,2,Medicina,8,1,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,2,5472,0,No,2,8,7,1,3,12,3,4,4,2,4,3,Activa,,
ECU-0735,22.0,Masculino,Casado,1,Ciencias de la vida,4,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,8,2451,1,No,3,4,3,1,1,15,3,1,2,1,1,2,Activa,,
ECU-0736,48.0,Masculino,Soltero,3,Ciencias de la vida,19,2,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,6,4240,0,No,0,2,2,2,2,13,3,3,1,4,2,3,Activa,,
ECU-0737,48.0,Masculino,Soltero,4,Ciencias de la vida,27,7,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,4,10999,0,No,3,15,11,4,8,14,3,3,3,2,2,3,Activa,,
ECU-0738,41.0,Femenino,Soltero,2,Medicina,8,6,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,7,5003,0,No,6,2,2,2,1,14,3,3,4,2,3,3,Activa,,
ECU-0739,39.0,Femenino,Casado,1,Ciencias de la vida,21,1,Investigación y desarrollo,Director de fabricación,4,Madrid,Viajes ocasionales,1,12742,1,No,3,21,6,11,8,16,3,4,4,3,2,3,Activa,,
ECU-0740,27.0,Femenino,Casado,4,Ciencias de la vida,4,0,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,2,4227,1,No,2,3,2,2,2,18,3,4,1,2,3,3,Activa,,
ECU-0741,35.0,Masculino,Divorciado,3,Otras,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,10,3917,1,No,4,3,2,1,2,20,4,4,2,1,3,2,Activa,,
ECU-0742,42.0,Masculino,Casado,2,Marketing,21,6,Ventas,Director,5,Barcelona,Viajes ocasionales,5,18303,0,No,3,1,0,0,0,13,3,3,4,2,3,4,Activa,,
ECU-0743,50.0,Masculino,Casado,3,Ciencias de la vida,8,4,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,9,2380,0,No,5,1,0,0,0,18,3,4,1,2,3,3,Activa,,
ECU-0744,59.0,Femenino,Soltero,3,Ciencias de la vida,30,3,Investigación y desarrollo,Director de fabricación,4,Bilbao,Viajes ocasionales,2,13726,0,Sí,4,5,3,4,3,13,3,4,3,1,2,3,Activa,,
ECU-0745,37.0,Femenino,Casado,2,Medicina,15,5,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,11,4777,0,No,2,1,0,0,0,15,3,2,1,1,1,1,Finalizada,Voluntaria,Dimisión
ECU-0746,55.0,Masculino,Casado,4,Medicina,17,3,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes frecuentes,18,6385,2,Sí,3,8,7,6,7,14,3,2,3,4,3,3,Activa,,
ECU-0747,41.0,Femenino,Divorciado,1,Ciencias de la vida,21,1,Investigación y desarrollo,Director de investigación,5,Madrid,Sin desplazamientos,7,19973,2,No,3,21,16,5,10,22,4,3,2,2,1,3,Activa,,
ECU-0748,38.0,Masculino,Soltero,4,Ciencias de la vida,19,8,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,3,6861,0,Sí,1,1,0,0,0,12,3,4,2,3,3,3,Activa,,
ECU-0749,26.0,Masculino,Soltero,2,Medicina,7,8,Ventas,Ejecutivo de ventas,2,Barcelona,Sin desplazamientos,29,4969,0,No,6,2,2,2,2,18,3,1,2,4,1,3,Finalizada,Voluntaria,Dimisión
ECU-0750,52.0,Femenino,Casado,1,Marketing,33,1,Ventas,Director,5,Madrid,Viajes ocasionales,2,19845,1,No,3,32,14,6,9,15,3,4,1,4,1,3,Finalizada,Voluntaria,Jubilación
ECU-0751,44.0,Femenino,Casado,3,Medicina,23,3,Ventas,Ejecutivo de ventas,4,Madrid,Viajes ocasionales,28,13320,1,Sí,2,12,11,11,11,18,3,4,4,3,4,3,Activa,,
ECU-0752,50.0,Femenino,Casado,3,Ciencias de la vida,19,0,Ventas,Ejecutivo de ventas,2,Barcelona,Sin desplazamientos,1,6347,1,No,3,18,7,0,13,12,3,3,4,1,3,3,Activa,,
ECU-0753,36.0,Femenino,Soltero,4,Ciencias de la vida,18,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,16,2743,0,No,1,17,13,15,14,16,2,1,3,3,4,3,Finalizada,Voluntaria,Dimisión
ECU-0754,39.0,Femenino,Soltero,3,Medicina,21,1,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes frecuentes,22,10880,0,Sí,2,21,6,2,8,13,3,1,4,3,3,3,Activa,,
ECU-0755,33.0,Femenino,Soltero,1,Ciencias de la vida,3,0,Ventas,Representante de ventas,1,Bilbao,Sin desplazamientos,8,2342,0,No,2,2,2,2,2,19,3,4,2,4,2,2,Activa,,
ECU-0756,45.0,Femenino,Casado,2,Ciencias de la vida,26,3,Ventas,Director,4,Bilbao,Viajes ocasionales,11,17650,1,No,4,9,3,1,1,13,3,4,4,2,3,4,Activa,,
ECU-0757,32.0,Femenino,Soltero,4,Medicina,10,9,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Sin desplazamientos,29,4025,0,No,2,8,7,7,7,12,3,3,4,2,3,3,Activa,,
ECU-0758,34.0,Masculino,Divorciado,4,Marketing,16,0,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,1,9725,1,No,2,15,1,0,9,11,3,4,2,4,4,2,Activa,,
ECU-0759,59.0,Masculino,Casado,2,Grado técnico,14,3,Ventas,Director,3,Bilbao,Viajes ocasionales,1,11904,1,Sí,1,6,4,0,4,14,3,4,2,3,3,1,Activa,,
ECU-0760,45.0,Masculino,Soltero,4,Medicina,6,1,Recursos humanos,Gestor de personal,1,Barcelona,Viajes ocasionales,24,2177,0,No,3,6,3,0,4,16,3,2,2,1,3,3,Activa,,
ECU-0761,53.0,Femenino,Casado,3,Marketing,30,2,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes frecuentes,2,7525,1,No,2,15,7,6,12,12,3,2,3,1,2,3,Activa,,
ECU-0762,36.0,Masculino,Divorciado,3,Otras,9,7,Investigación y desarrollo,Técnico de laboratorio,2,Barcelona,Viajes ocasionales,15,4834,1,No,3,1,0,0,0,14,3,3,1,2,3,2,Finalizada,Voluntaria,Dimisión
ECU-0763,26.0,Masculino,Casado,3,Ciencias de la vida,6,6,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,2,2042,1,Sí,2,3,2,1,2,14,3,1,1,2,3,3,Finalizada,Voluntaria,Dimisión
ECU-0764,34.0,Femenino,Casado,4,Ciencias de la vida,1,1,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,10,2220,1,Sí,2,1,1,0,0,19,3,3,3,4,3,3,Activa,,
ECU-0765,28.0,Masculino,Casado,1,Medicina,1,1,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,10,1052,0,No,5,1,0,0,0,22,4,2,4,2,3,3,Activa,,
ECU-0766,38.0,Masculino,Casado,4,Otras,8,3,Investigación y desarrollo,Investigador,1,Barcelona,Viajes frecuentes,3,2821,1,No,2,2,2,2,2,16,3,3,3,1,3,3,Activa,,
ECU-0767,50.0,Masculino,Casado,4,Medicina,29,2,Investigación y desarrollo,Director de investigación,5,Bilbao,Viajes ocasionales,2,19237,1,Sí,2,8,1,7,7,11,3,3,2,4,3,2,Activa,,
ECU-0768,37.0,Femenino,Soltero,3,Otras,8,3,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,3,4107,0,No,3,4,3,0,1,15,3,2,4,1,3,2,Activa,,
ECU-0769,40.0,Masculino,Casado,3,Marketing,8,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,26,8396,1,No,3,7,7,7,5,14,3,1,3,2,3,2,Activa,,
ECU-0770,26.0,Femenino,Divorciado,1,Medicina,5,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes frecuentes,1,2007,2,No,5,5,3,1,3,13,3,3,1,3,2,3,Activa,,
ECU-0771,46.0,Masculino,Divorciado,4,Medicina,23,9,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,1,19627,2,No,0,2,2,2,2,17,3,4,4,4,3,3,Activa,,
ECU-0772,54.0,Femenino,Casado,4,Ciencias de la vida,13,6,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,2,10686,1,No,4,9,4,7,0,11,3,3,3,2,2,3,Activa,,
ECU-0773,56.0,Femenino,Casado,3,Medicina,18,2,Investigación y desarrollo,Investigador,1,Madrid,Viajes frecuentes,9,2942,1,No,4,5,4,0,3,19,3,3,1,2,3,3,Activa,,
ECU-0774,36.0,Femenino,Soltero,5,Medicina,15,0,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,12,8858,0,No,2,14,8,7,8,11,3,4,4,2,2,2,Activa,,
ECU-0775,55.0,Masculino,Soltero,1,Medicina,31,7,Investigación y desarrollo,Director,4,Bilbao,Sin desplazamientos,2,16756,0,No,3,9,7,6,2,15,3,1,3,2,2,4,Activa,,
ECU-0776,43.0,Masculino,Divorciado,3,Medicina,18,5,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,25,10798,1,No,5,1,0,0,0,13,3,4,3,3,2,3,Activa,,
ECU-0777,20.0,Femenino,Soltero,3,Marketing,2,1,Ventas,Representante de ventas,1,Barcelona,Viajes frecuentes,9,2323,0,Sí,3,2,2,0,2,14,3,4,4,2,3,3,Finalizada,Voluntaria,Dimisión
ECU-0778,21.0,Femenino,Soltero,3,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,10,1416,0,No,6,1,0,1,0,13,3,1,3,1,2,2,Finalizada,Voluntaria,Dimisión
ECU-0779,46.0,Femenino,Divorciado,4,Ciencias de la vida,19,8,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,8,4615,3,Sí,2,16,13,1,7,23,4,1,4,1,2,3,Activa,,
ECU-0780,51.0,Masculino,Casado,4,Ciencias de la vida,18,9,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,4,2461,3,Sí,2,10,0,2,7,12,2,3,1,3,3,4,Finalizada,Voluntaria,Dimisión
ECU-0781,28.0,Masculino,Soltero,2,Grado técnico,10,1,Investigación y desarrollo,Representante sanitario,3,Bilbao,Sin desplazamientos,24,8722,0,No,2,10,7,1,9,12,3,1,2,1,2,2,Finalizada,Voluntaria,Dimisión
ECU-0782,26.0,Masculino,Casado,2,Medicina,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,1,3955,2,No,2,5,3,1,3,16,3,1,1,1,2,3,Activa,,
ECU-0783,30.0,Masculino,Casado,3,Otras,7,0,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,20,9957,1,No,1,6,2,0,2,15,3,1,3,3,3,2,Activa,,
ECU-0784,41.0,Femenino,Casado,2,Grado técnico,10,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,7,3376,0,No,3,10,6,0,8,13,3,3,2,3,4,3,Activa,,
ECU-0785,38.0,Femenino,Casado,1,Ciencias de la vida,20,0,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,17,8823,1,No,4,19,9,1,9,18,3,3,3,1,2,2,Activa,,
ECU-0786,40.0,Masculino,Casado,4,Grado técnico,14,4,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,20,10322,1,No,6,11,10,11,1,20,4,4,1,4,3,3,Activa,,
ECU-0787,27.0,Masculino,Casado,5,Ciencias de la vida,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Sin desplazamientos,8,4621,3,No,4,3,2,1,2,19,3,3,1,4,1,3,Activa,,
ECU-0788,55.0,Masculino,Casado,1,Ciencias de la vida,23,3,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes frecuentes,2,10976,1,No,4,3,2,1,2,18,3,2,4,2,3,3,Activa,,
ECU-0789,28.0,Femenino,Soltero,3,Otras,10,3,Investigación y desarrollo,Investigador,2,Madrid,Viajes ocasionales,10,3660,0,No,4,8,7,1,7,13,3,3,3,4,3,4,Activa,,
ECU-0790,44.0,Masculino,Casado,2,Medicina,24,9,Recursos humanos,Gestor de personal,3,Madrid,Viajes ocasionales,1,10482,1,No,1,20,6,3,6,14,3,1,2,4,2,3,Finalizada,Voluntaria,Dimisión
ECU-0791,33.0,Masculino,Divorciado,3,Ciencias de la vida,9,4,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,5,7119,1,No,2,3,2,1,2,15,3,4,4,3,2,3,Activa,,
ECU-0792,35.0,Masculino,Soltero,3,Grado técnico,9,0,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,4,9582,0,Sí,2,8,7,4,7,22,4,1,4,1,3,3,Finalizada,Voluntaria,Dimisión
ECU-0793,33.0,Femenino,Soltero,4,Medicina,14,1,Investigación y desarrollo,Investigador,2,Barcelona,Viajes frecuentes,29,4508,0,No,4,13,7,3,8,22,4,3,1,2,2,3,Finalizada,Voluntaria,Dimisión
ECU-0794,28.0,Masculino,Divorciado,2,Ciencias de la vida,4,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,15,2207,1,No,5,4,2,2,2,16,3,3,1,4,3,2,Activa,,
ECU-0795,34.0,Masculino,Soltero,1,Ciencias de la vida,7,0,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes frecuentes,3,7756,0,No,1,6,2,0,4,17,3,4,1,3,3,2,Activa,,
ECU-0796,37.0,Femenino,Divorciado,4,Ciencias de la vida,8,2,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,10,6694,3,Sí,5,1,0,0,0,14,3,4,4,3,2,3,Activa,,
ECU-0797,25.0,Masculino,Casado,1,Grado técnico,7,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,4,3691,1,Sí,3,7,7,5,6,15,3,4,4,2,3,4,Finalizada,Voluntaria,Dimisión
ECU-0798,26.0,Masculino,Divorciado,3,Medicina,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,21,2377,1,No,0,1,1,0,0,20,4,3,1,3,3,2,Finalizada,Voluntaria,Dimisión
ECU-0799,33.0,Masculino,Soltero,3,Medicina,5,4,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,25,2313,0,Sí,0,2,2,2,2,20,4,2,1,2,2,3,Finalizada,Voluntaria,Dimisión
ECU-0800,42.0,Masculino,Casado,2,Medicina,23,0,Investigación y desarrollo,Director,4,Bilbao,Viajes ocasionales,2,17665,1,No,3,22,6,13,7,17,3,1,4,4,3,3,Activa,,
ECU-0801,28.0,Masculino,Divorciado,3,Medicina,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,1,2596,2,No,2,1,0,0,0,15,3,2,1,1,2,3,Finalizada,Voluntaria,Dimisión
ECU-0802,50.0,Masculino,Soltero,4,Otras,5,3,Ventas,Ejecutivo de ventas,2,Madrid,Viajes frecuentes,1,4728,0,Sí,4,0,0,0,0,14,3,3,4,4,3,3,Finalizada,Voluntaria,Dimisión
ECU-0803,33.0,Femenino,Casado,3,Ciencias de la vida,4,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,7,4302,1,No,3,3,2,0,2,17,3,2,4,3,3,3,Activa,,
ECU-0804,34.0,Masculino,Casado,4,Ciencias de la vida,6,3,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,3,2979,3,No,2,0,0,0,0,17,3,4,3,4,2,3,Activa,,
ECU-0805,48.0,Masculino,Soltero,4,Medicina,27,2,Investigación y desarrollo,Director,4,Madrid,Sin desplazamientos,1,16885,0,No,3,5,4,2,1,22,4,4,1,3,4,2,Activa,,
ECU-0806,45.0,Femenino,Casado,4,Ciencias de la vida,15,1,Ventas,Ejecutivo de ventas,2,Bilbao,Sin desplazamientos,9,5593,1,No,2,15,10,4,12,13,3,3,2,4,2,3,Activa,,
ECU-0807,52.0,Masculino,Soltero,4,Ciencias de la vida,18,7,Investigación y desarrollo,Representante sanitario,3,Barcelona,Viajes ocasionales,7,10445,0,No,4,8,6,4,0,19,3,2,2,4,3,3,Activa,,
ECU-0808,38.0,Masculino,Divorciado,4,Marketing,9,0,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,10,8740,2,Sí,2,8,7,2,7,14,3,3,3,2,2,3,Activa,,
ECU-0809,29.0,Femenino,Divorciado,4,Ciencias de la vida,11,4,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,28,2514,1,No,1,7,5,1,7,22,4,4,3,1,3,3,Activa,,
ECU-0810,28.0,Femenino,Divorciado,3,Medicina,10,0,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes ocasionales,3,7655,3,No,3,9,7,1,7,17,3,2,4,2,3,2,Activa,,
ECU-0811,46.0,Masculino,Casado,1,Marketing,23,3,Ventas,Director,4,Bilbao,Viajes ocasionales,3,17465,1,No,3,12,9,4,9,12,3,3,1,4,3,3,Activa,,
ECU-0812,38.0,Masculino,Soltero,2,Marketing,10,7,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,2,7351,0,No,2,1,0,0,0,16,3,2,4,3,3,3,Activa,,
ECU-0813,43.0,Femenino,Casado,3,Ciencias de la vida,18,8,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes frecuentes,27,10820,1,No,1,8,7,0,1,11,3,1,3,3,3,3,Activa,,
ECU-0814,39.0,Masculino,Divorciado,3,Ciencias de la vida,21,7,Investigación y desarrollo,Representante sanitario,4,Bilbao,Viajes frecuentes,2,12169,3,No,4,18,7,11,5,11,2,4,1,4,3,3,Finalizada,Voluntaria,Dimisión
ECU-0815,40.0,Masculino,Soltero,3,Medicina,21,1,Investigación y desarrollo,Director de investigación,5,Bilbao,Viajes ocasionales,14,19626,0,No,2,20,7,4,9,14,3,3,3,1,2,4,Activa,,
ECU-0816,21.0,Femenino,Soltero,1,Grado técnico,2,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,2070,0,Sí,6,2,2,2,2,11,3,2,4,3,2,4,Activa,,
ECU-0817,39.0,Masculino,Soltero,3,Ciencias de la vida,9,9,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Sin desplazamientos,9,6782,0,No,2,5,4,0,3,15,3,2,3,3,3,2,Activa,,
ECU-0818,36.0,Masculino,Soltero,4,Ciencias de la vida,18,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Sin desplazamientos,18,7779,0,No,0,11,9,0,9,20,4,4,1,1,3,3,Activa,,
ECU-0819,31.0,Masculino,Casado,3,Ciencias de la vida,3,0,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,20,2791,1,No,4,2,2,2,2,12,3,4,3,1,4,3,Activa,,
ECU-0820,28.0,Masculino,Casado,1,Ciencias de la vida,6,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,2,3201,0,No,2,5,3,0,4,17,3,2,1,1,2,1,Activa,,
ECU-0821,35.0,Masculino,Divorciado,2,Marketing,5,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes frecuentes,11,4968,1,No,3,5,2,0,2,11,3,4,4,4,3,3,Activa,,
ECU-0822,49.0,Masculino,Casado,4,Grado técnico,22,6,Ventas,Ejecutivo de ventas,4,Madrid,Viajes ocasionales,8,13120,1,No,3,9,8,2,3,17,3,2,4,2,2,3,Activa,,
ECU-0823,34.0,Masculino,Soltero,2,Ciencias de la vida,5,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes frecuentes,2,4033,0,No,3,3,2,0,2,11,3,3,4,4,3,2,Activa,,
ECU-0824,29.0,Femenino,Divorciado,3,Ciencias de la vida,8,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes frecuentes,10,3291,2,No,2,7,5,1,1,14,3,2,4,4,3,2,Activa,,
ECU-0825,42.0,Masculino,Soltero,3,Medicina,16,4,Investigación y desarrollo,Técnico de laboratorio,2,Barcelona,Viajes ocasionales,29,4272,0,No,3,1,0,0,0,19,3,4,2,1,1,3,Activa,,
ECU-0826,29.0,Masculino,Casado,1,Medicina,10,1,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,8,5056,1,Sí,2,10,7,1,2,15,3,4,2,3,2,2,Activa,,
ECU-0827,38.0,Masculino,Casado,3,Recursos humanos,7,1,Recursos humanos,Gestor de personal,1,Madrid,Viajes ocasionales,1,2844,1,No,2,7,6,5,0,13,3,3,3,4,4,4,Activa,,
ECU-0828,28.0,Masculino,Divorciado,3,Ciencias de la vida,3,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,6,2703,1,Sí,2,3,1,0,2,14,3,3,3,4,2,3,Activa,,
ECU-0829,18.0,Masculino,Soltero,1,Medicina,0,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Sin desplazamientos,8,1904,0,No,0,0,0,0,0,12,3,3,3,4,3,3,Finalizada,Voluntaria,Dimisión
ECU-0830,33.0,Femenino,Soltero,4,Marketing,6,0,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,9,8224,0,Sí,3,5,2,0,3,17,3,1,1,1,3,3,Finalizada,Voluntaria,Dimisión
ECU-0831,41.0,Masculino,Casado,4,Ciencias de la vida,6,3,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,12,4766,1,Sí,4,1,0,0,0,11,3,4,2,1,3,3,Activa,,
ECU-0832,31.0,Masculino,Casado,3,Medicina,2,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,15,2610,1,No,5,2,2,2,2,12,3,3,3,3,3,2,Finalizada,Voluntaria,Dimisión
ECU-0833,37.0,Femenino,Divorciado,2,Medicina,9,7,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,25,5731,2,No,2,6,2,1,3,13,3,4,3,3,2,3,Activa,,
ECU-0834,27.0,Masculino,Casado,3,Ciencias de la vida,4,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,6,2539,1,No,0,4,2,2,2,13,3,3,4,3,2,3,Activa,,
ECU-0835,34.0,Femenino,Casado,1,Ciencias de la vida,6,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,9,5714,0,No,3,6,5,1,3,20,4,3,2,1,3,2,Activa,,
ECU-0836,35.0,Masculino,Soltero,4,Grado técnico,6,1,Recursos humanos,Gestor de personal,1,Barcelona,Viajes ocasionales,8,4323,0,No,2,5,4,1,4,17,3,3,3,2,3,1,Activa,,
ECU-0837,29.0,Femenino,Casado,1,Ciencias de la vida,11,1,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,23,7336,1,No,3,11,8,3,10,13,3,1,4,1,2,1,Finalizada,Voluntaria,Dimisión
ECU-0838,40.0,Femenino,Soltero,4,Medicina,20,9,Investigación y desarrollo,Director de investigación,3,Barcelona,Viajes frecuentes,9,13499,0,No,3,18,7,2,13,17,3,3,2,3,3,2,Activa,,
ECU-0839,42.0,Masculino,Soltero,3,Ciencias de la vida,22,0,Ventas,Ejecutivo de ventas,4,Madrid,Viajes frecuentes,12,13758,0,Sí,2,21,9,13,14,12,3,1,3,2,3,2,Finalizada,Voluntaria,Dimisión
ECU-0840,42.0,Masculino,Soltero,4,Marketing,9,7,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,4,5155,0,No,3,6,4,1,5,13,3,1,2,4,3,4,Activa,,
ECU-0841,35.0,Masculino,Casado,4,Medicina,10,6,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,1,2258,1,No,2,8,0,1,7,12,3,3,4,2,2,3,Activa,,
ECU-0842,24.0,Masculino,Soltero,3,Medicina,6,8,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,24,3597,0,No,2,4,3,1,2,22,4,2,4,4,3,3,Activa,,
ECU-0843,28.0,Femenino,Casado,1,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,12,2515,0,Sí,4,1,1,0,0,11,3,4,3,4,3,2,Finalizada,Voluntaria,Dimisión
ECU-0844,26.0,Masculino,Casado,4,Medicina,8,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,3,4420,1,No,2,8,7,0,7,22,4,4,1,2,4,3,Activa,,
ECU-0845,30.0,Masculino,Casado,3,Marketing,10,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,10,6578,1,No,3,10,3,1,4,18,3,3,3,1,2,3,Activa,,
ECU-0846,40.0,Femenino,Casado,2,Medicina,16,3,Investigación y desarrollo,Investigador,2,Bilbao,Viajes frecuentes,26,4422,1,Sí,3,1,1,0,0,13,3,4,3,4,2,1,Activa,,
ECU-0847,35.0,Masculino,Divorciado,3,Ciencias de la vida,15,2,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes ocasionales,2,10274,1,No,2,7,7,6,4,18,3,2,3,2,2,4,Activa,,
ECU-0848,34.0,Masculino,Soltero,3,Medicina,14,0,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes frecuentes,1,5343,0,No,3,13,9,4,9,20,4,1,4,3,2,3,Activa,,
ECU-0849,35.0,Masculino,Casado,4,Otras,2,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,4,2376,1,No,2,2,2,2,2,13,3,4,4,2,2,4,Activa,,
ECU-0850,43.0,Femenino,Soltero,3,Marketing,7,8,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,9,5346,0,No,2,4,3,1,3,13,2,3,1,2,1,2,Finalizada,Voluntaria,Dimisión
ECU-0851,32.0,Femenino,Divorciado,1,Ciencias de la vida,1,1,Ventas,Representante de ventas,1,Madrid,Sin desplazamientos,2,2827,3,No,3,1,0,0,0,12,3,1,3,3,3,3,Activa,,
ECU-0852,56.0,Femenino,Divorciado,4,Grado técnico,28,4,Investigación y desarrollo,Director,5,Madrid,Viajes ocasionales,4,19943,1,No,2,5,2,4,2,13,3,1,4,4,3,3,Activa,,
